Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
100.00,98.80,,,7.52,30.12,0.00,0.12,0.40,30981.09,7.06,58550.00,0.14,5.38,6527.17,47.00,207600.00,53.71,27.95
100.00,99.00,,,7.25,28.78,0.00,0.16,0.55,33557.43,7.24,59940.00,0.16,1.69,6953.13,47.00,207600.00,53.71,27.95
100.00,99.10,,,6.97,29.31,0.00,0.29,0.98,30421.85,6.39,59990.00,0.22,1.00,7998.13,47.00,207600.00,53.71,27.95
100.00,99.20,,,6.69,32.36,0.00,0.27,0.83,30426.23,6.40,59500.00,0.21,1.73,8341.40,47.00,207600.00,53.71,27.95
100.00,99.30,,,6.83,31.73,0.00,0.29,0.91,27527.16,6.07,54820.00,0.27,-3.83,5967.05,47.00,207600.00,53.71,27.95
100.00,99.40,,,6.74,31.15,0.00,0.40,1.27,28104.53,6.18,55140.00,0.35,-2.53,5039.68,47.00,207600.00,53.71,27.95
100.00,99.40,,,7.29,31.71,0.00,0.75,2.31,28623.03,6.14,56010.00,0.69,2.53,5785.67,47.00,207600.00,53.71,27.95
100.00,99.50,,,7.22,35.85,0.00,0.81,2.21,31690.00,6.29,58950.00,0.58,3.15,6360.06,47.00,207600.00,53.71,27.95
100.00,99.50,,,7.83,36.74,0.00,0.94,2.49,31923.44,5.97,57670.00,0.71,1.40,6837.72,47.00,207600.00,53.71,27.95
100.00,99.60,,,,34.59,0.34,1.27,4.45,29768.56,,,0.99,-0.90,6424.15,47.00,207600.00,53.71,27.95
100.00,100.00,,,1.44,33.58,48.16,1.05,59.44,72420.41,5.51,117270.00,0.43,3.72,23041.53,383.00,30528.00,50.50,4.47
100.00,100.00,,,1.58,31.20,46.35,1.08,60.32,71475.50,5.41,118340.00,0.45,1.10,22995.16,383.00,30528.00,50.50,4.47
100.00,100.00,,,1.68,32.44,47.36,1.14,59.92,70828.99,5.15,110850.00,0.48,1.71,24887.56,383.00,30528.00,50.50,4.47
100.00,100.00,,,1.89,34.99,47.38,1.20,58.13,73221.56,5.32,115500.00,0.49,1.04,30587.67,383.00,30528.00,50.50,4.47
100.00,100.00,,,2.02,34.11,47.31,1.50,58.86,73126.23,5.15,114020.00,0.61,3.57,35364.38,383.00,30528.00,50.50,4.47
100.00,100.00,,,2.46,34.39,47.60,2.11,59.11,71894.96,5.01,110610.00,0.87,2.32,36795.98,383.00,30528.00,50.50,4.47
100.00,100.00,,,2.82,33.46,46.65,2.96,59.72,71647.29,4.82,108650.00,1.21,2.55,38672.71,383.00,30528.00,50.50,4.47
100.00,100.00,,,3.34,34.84,48.23,3.49,59.75,71662.34,4.56,104590.00,1.42,3.68,44262.90,383.00,30528.00,50.50,4.47
100.00,100.00,,,3.91,32.82,45.57,4.42,60.37,72317.91,4.68,106930.00,1.76,0.45,48106.89,383.00,30528.00,50.50,4.47
100.00,100.00,,,4.83,37.00,47.22,5.45,58.74,66274.00,4.58,99670.00,2.52,-2.02,44583.54,383.00,30528.00,50.50,4.47
100.00,100.00,,,6.22,38.39,47.94,6.54,58.66,70300.14,4.81,106720.00,3.10,2.86,44141.88,383.00,30528.00,50.50,4.47
100.00,100.00,,,6.66,32.51,48.23,8.31,63.49,65134.08,4.40,96480.00,4.05,1.69,47348.53,383.00,30528.00,50.50,4.47
100.00,100.00,,,7.67,30.62,40.29,10.51,62.39,62090.02,4.19,95270.00,5.06,0.74,44673.12,383.00,30528.00,50.50,4.47
100.00,100.00,,,8.22,27.37,42.64,11.71,66.51,63218.38,4.34,96590.00,5.38,0.46,46744.66,383.00,30528.00,50.50,4.47
100.00,100.00,,,9.13,25.03,33.70,12.21,64.72,58234.56,4.03,90140.00,6.05,1.58,47700.54,383.00,30528.00,50.50,4.47
100.00,100.00,,,9.37,27.57,26.10,14.45,59.53,58448.15,3.94,95130.00,6.66,2.04,40991.81,383.00,30528.00,50.50,4.47
100.00,100.00,,,9.20,26.19,43.52,14.25,68.81,62694.07,4.12,94220.00,6.36,1.27,41984.10,383.00,30528.00,50.50,4.47
100.00,100.00,,,9.64,26.90,42.23,15.80,68.33,62897.13,4.04,92720.00,6.91,1.62,44089.31,383.00,30528.00,50.50,4.47
100.00,100.00,,,10.66,27.75,28.60,17.17,62.26,62384.86,3.82,93660.00,7.42,1.82,47519.55,383.00,30528.00,50.50,4.47
100.00,100.00,,,10.21,29.32,43.52,19.47,68.24,64152.26,3.87,93010.00,7.96,2.15,46591.49,383.00,30528.00,50.50,4.47
100.00,100.00,,,,30.00,34.43,23.46,65.87,57433.73,,,10.64,-5.66,45159.35,383.00,30528.00,50.50,4.47
79.00,79.90,125.47,,34.55,0.09,0.00,0.09,50.00,10038.55,6.70,450.00,,13.02,3364.49,17.00,22966.00,17.19,-88.50
80.20,80.60,121.81,,29.61,0.06,0.00,0.09,60.00,10707.64,6.75,530.00,,4.68,3404.42,17.00,22966.00,17.19,-88.50
81.03,81.50,118.55,,31.19,0.06,0.00,0.09,60.00,10042.48,6.33,520.00,,4.73,3526.08,17.00,22966.00,17.19,-88.50
81.86,81.90,115.65,,30.18,0.11,0.00,0.06,35.29,9553.48,5.66,510.00,,9.33,3650.61,17.00,22966.00,17.19,-88.50
82.68,82.60,112.81,,32.02,0.10,0.00,0.06,37.50,8929.15,5.39,440.00,,4.79,3802.26,17.00,22966.00,17.19,-88.50
83.50,82.90,134.99,,31.01,0.10,0.00,0.07,41.18,9279.95,5.21,470.00,,1.94,3885.03,17.00,22966.00,17.19,-88.50
90.99,83.20,142.84,,36.80,0.05,0.00,0.18,78.26,10366.80,5.45,510.00,,4.83,4155.32,17.00,22966.00,17.19,-88.50
85.16,83.30,139.40,,32.31,0.06,0.00,0.18,75.00,9503.80,5.40,530.00,,0.51,4252.40,17.00,22966.00,17.19,-88.50
86.00,83.50,136.30,,34.06,0.03,0.00,0.20,86.96,8935.55,4.90,500.00,,3.49,4404.31,17.00,22966.00,17.19,-88.50
86.85,83.40,201.51,4660000.00,29.18,0.05,0.00,0.20,80.00,9060.76,5.32,1460.00,,0.22,4186.52,17.00,22966.00,17.19,-88.50
89.92,83.60,196.87,,32.93,0.18,0.00,0.31,63.27,10492.45,5.44,560.00,,3.00,4270.78,17.00,22966.00,17.19,-88.50
91.68,83.40,252.34,,44.36,0.14,0.00,0.29,67.44,8946.38,6.31,670.00,,1.92,4423.50,17.00,22966.00,17.19,-88.50
91.00,83.30,249.69,,50.07,0.20,0.00,0.27,57.45,9087.13,5.45,670.00,,2.42,4505.60,17.00,22966.00,17.19,-88.50
91.19,83.30,244.22,,40.99,0.15,0.00,0.30,66.67,9683.30,5.03,460.00,,1.29,4568.64,17.00,22966.00,17.19,-88.50
91.36,83.00,240.80,,37.47,0.19,0.00,0.32,62.75,9421.46,4.90,480.00,,4.04,4718.44,17.00,22966.00,17.19,-88.50
91.80,82.90,239.36,20000.00,30.34,0.23,0.00,0.31,57.41,10197.74,5.84,680.00,,2.64,4770.23,17.00,22966.00,17.19,-88.50
93.22,82.80,277.93,1690000.00,33.38,0.21,0.00,0.32,60.38,10002.82,5.75,650.00,,-0.03,4856.97,17.00,22966.00,17.19,-88.50
94.19,82.60,293.77,10000.00,36.25,0.35,0.00,0.41,53.95,10896.96,5.92,640.00,,1.81,4945.86,17.00,22966.00,17.19,-88.50
91.72,82.40,288.91,15950000.00,34.64,0.39,0.00,0.40,50.63,9546.05,5.69,630.00,,2.91,5001.42,17.00,22966.00,17.19,-88.50
92.72,82.10,263.40,260000.00,29.09,0.41,0.00,0.47,53.41,9883.74,6.12,640.00,,1.76,5078.81,17.00,22966.00,17.19,-88.50
97.11,82.10,258.71,,,0.38,0.00,0.24,38.71,7226.43,,,,-14.01,4115.18,17.00,22966.00,17.19,-88.50
21.53,0.60,0.07,,70.29,0.08,0.00,0.00,0.00,980.96,4.88,1420.00,,5.86,512.67,108.00,112622.00,9.31,2.32
21.90,0.80,0.07,,66.86,0.06,0.00,0.00,0.00,1083.35,4.93,1740.00,,5.33,518.07,108.00,112622.00,9.31,2.32
23.42,1.00,0.07,90000.00,64.04,0.06,0.00,0.00,0.00,1204.55,5.05,2180.00,,4.64,574.93,108.00,112622.00,9.31,2.32
24.35,1.30,0.07,,61.73,0.07,0.00,0.00,0.00,1357.00,5.15,2440.00,,3.44,711.28,108.00,112622.00,9.31,2.32
25.28,1.70,0.06,0.00,60.69,0.08,0.00,0.00,0.00,1388.15,5.15,2650.00,,4.43,798.74,108.00,112622.00,9.31,2.32
26.21,2.10,0.06,,59.20,0.10,0.00,0.00,0.00,1262.39,5.08,2900.00,,1.71,822.79,108.00,112622.00,9.31,2.32
27.90,2.50,0.06,8540000.00,57.31,0.14,0.00,0.00,0.00,1672.02,5.76,3470.00,,3.94,856.05,108.00,112622.00,9.31,2.32
28.08,2.90,0.06,,54.49,0.20,0.00,0.00,0.00,1918.38,5.91,4000.00,,5.99,966.20,108.00,112622.00,9.31,2.32
29.02,3.40,0.06,570000.00,54.76,0.21,0.00,0.00,0.00,1904.89,5.76,4020.00,,4.90,1125.43,108.00,112622.00,9.31,2.32
29.98,3.70,0.06,8850000.00,52.83,0.12,0.00,0.00,0.00,2054.22,5.91,4420.00,,2.32,1088.76,108.00,112622.00,9.31,2.32
34.20,4.00,0.05,170000.00,47.19,0.11,0.00,0.00,0.00,2287.77,6.00,4830.00,,2.11,1036.53,108.00,112622.00,9.31,2.32
36.90,4.10,0.05,370000.00,48.70,0.09,0.00,0.00,0.00,2071.19,5.82,4650.00,,2.96,1130.27,108.00,112622.00,9.31,2.32
38.40,4.30,0.05,70000.00,50.33,0.05,0.00,0.00,0.00,1909.26,5.61,4440.00,,4.81,1145.14,108.00,112622.00,9.31,2.32
34.69,4.30,0.05,,51.97,0.09,0.00,0.00,0.00,1889.73,5.71,4680.00,,7.19,1251.21,108.00,112622.00,9.31,2.32
34.10,4.30,0.07,12880000.00,51.05,0.22,0.00,0.00,0.00,1940.27,5.54,5190.00,,6.36,1291.41,108.00,112622.00,9.31,2.32
